id,case_no,time,shift,date,location,type
10706,B14-003546,8:30am,I,November08,2014, Huntsville Utilities, 740 Eastview Dr, CRIMINAL MISCHIEF-3RD
10707,B14-003547,8:38am,I,November08,2014, City Of Madison, 113 Horseshoe Bend, DRIVING UNDER THE INFLUENCE (ALCOHOL)
10708,B14-003547,8:38am,I,I, City Of Madison, 113 Horseshoe Bend, DUTY UPON STRIKING A FIXED OBJECT
10709,B14-003548,10:10am,I,November08,2014, 100 Block of Brass Oak Dr, THEFT 2ND DEGREE
10710,B14-003549,12:53pm,I,November08,2014, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
10711,B14-003550,1:22pm,I,November08,2014, 100 Block of Reserve Way, CRIMINAL MISCHIEF-3RD
10712,B14-003551,1:35pm,I,November08,2014, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
10713,B14-003552,2:26pm,II,November08,2014, Gigi`S Cupcakes, 1591 Hughes Rd, THEFT 2ND DEGREE
10714,B14-003553,3:53pm,II,November08,2014, 100 Block of Abby Ln, BURGLARY-3RD
10715,B14-003553,3:53pm,II,II, 100 Block of Abby Ln, THEFT 2ND DEGREE
10716,B14-003553,3:53pm,II,II, 100 Block of Abby Ln, CRIMINAL MISCHIEF-3RD
10717,B14-003554,4:55pm,II,November08,2014, 5000 Block of Wall Triana Hwy, AUTO THEFT-1ST DEGREE
10718,B14-003555,5:53pm,II,November08,2014, State Of Alabama, 104 Abby Ln Madison, OTHER
10719,B14-003557,9:30pm,II,November08,2014, 300 Block of Holly Springs Dr, CRIMINAL MISCHIEF-2ND
10720,B14-003558,8:58pm,II,November08,2014, Ez Stop #4, 5191 Wall Triana Hwy, THEFT 3RD DEGREE
10721,B14-003559,10:55pm,III,November08,2014, Bisons Bar & Grill, 8020 Madison Blvd, THEFT OF SERVICES-3
10722,B14-003560,4:00am,III,November09,2014, State Of Alabama, 8721 Madison Blvd, FUGITIVE FROM JUSTICE
10723,B14-003561,5:00am,III,November09,2014, 100 Block of Cottonwood Tr, DV 3RD-HARASSMENT-FAMILY
10724,B14-003562,5:00am,III,November09,2014, 100 Block of Cottonwood Tr, DV 3RD-HARASSMENT-FAMILY
10725,B14-003564,1:13pm,I,November09,2014, 100 Block of Royal Dr, CHINS-CHILD IN NEED OF SUPERVISION
10726,B14-003566,2:15pm,II,November09,2014, 200 Block of Prairie Dr, THEFT 3RD DEGREE
10727,B14-003570,5:02pm,II,November09,2014, 100 Block of Rainbow Cir, OTHER
10728,B14-003574,9:17pm,II,November09,2014, 300 Block of Metaire Lane Madison, DV 3RD-HARASSMENT-FAMILY
10729,B14-003576,9:47pm,II,November09,2014, 8000 Block of Madison Blvd Madison, DUTY UPON STRIKING UNATTENDED VEHICLE.
10730,B14-003577,9:30am,I,November10,2014, 100 Block of Stavemill Dr, DEATH INVESTIGATION
10731,B14-003578,8:30am,I,November10,2014, City Of Madison, 8716 Madison Blvd, ANIMALS (ABANDONING)
10732,B14-003578,8:30am,I,I, City Of Madison, 8716 Madison Blvd, ANIMALS (CRUELTY AND CARING FOR).
10733,B14-003579,6:10pm,II,November10,2014, 100 Block of Browns Ferry Rd, CRIMINAL MISCHIEF-3RD
10734,B14-003579,6:10pm,II,II, 100 Block of Browns Ferry Rd, HARASSMENT
10735,B14-003580,3:31pm,II,November10,2014, area of I565 / Mile Marker 11 Madison, RECKLESS ENDANGERMENT
10736,B14-003580,3:31pm,II,II, area of I565 / Mile Marker 11 Madison, DUTY TO STOP AND REMAIN AT SCENE
10737,B14-003581,9:10pm,II,November10,2014, 10000 Block of County Line Rd, ASSAULT
10738,B14-003582,3:35pm,II,November10,2014, 7000 Block of Highway 72 W, POSS. FORGED INSTRUMENT 2ND
10739,B14-003583,2:32pm,II,November10,2014, Kinnucan`S Inc., 8201 Highway 72 W, THEFT 3RD DEGREE
10740,B14-003585,7:45pm,II,November10,2014, 300 Block of Hughes Rd, DV 3RD- RECKLESS ENDANGERMENT
10741,B14-003587,6:15am,I,November11,2014, 200 Block of Waterhill Road, DV 3RD-HARASSMENT-FAMILY
10742,B14-003588,10:04am,I,November11,2014, 100 Block of Browns Ferry Rd, DV 3RD-COERCION-HARASSMENT/INTIMIDATION
10743,B14-003589,1:58pm,I,November11,2014, 600 Block of Walton Dr, THEFT 2ND DEGREE
10744,B14-003590,2:25pm,II,November11,2014, 100 Block of Browns Ferry Rd, DV 3RD-CRIMINAL MISCHIEF 3RD
10745,B14-003591,11:42pm,III,November11,2014, 100 Block of Royal Dr, THEFT 2ND DEGREE
10746,B14-003591,11:42pm,III,III, 100 Block of Royal Dr, BURGLARY-3RD
10747,B14-003595,10:41am,I,November12,2014, 300 Block of Shelton Rd, CAPITOL MURDER
10748,B14-003596,11:55am,I,November12,2014, 100 Block of Antique Rose Dr, THEFT 2ND DEGREE
10749,B14-003600,4:17pm,II,November12,2014, 100 Block of Plaza Blvd, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10750,B14-003600,4:17pm,II,II, 100 Block of Plaza Blvd, THEFT 3RD DEGREE
10751,B14-003601,4:50pm,II,November12,2014, 200 Block of Patricia Rd, IDENTITY THEFT
10752,B14-003602,5:50pm,II,November12,2014, 100 Block of Westscott Dr, BURGLARY-3RD
10753,B14-003602,5:50pm,II,II, 100 Block of Westscott Dr, THEFT 3RD DEGREE
10754,B14-003603,4:55pm,II,November12,2014, 100 Block of Pembridge Ln, BURGLARY-3RD
10755,B14-003603,4:55pm,II,II, 100 Block of Pembridge Ln, THEFT 1ST DEGREE
10756,B14-003605,6:25pm,II,November12,2014, Wendys Restaurant, 8814 Madison Blvd, CIRCULATING EMITTED MONEY
10757,B14-003607,9:00am,I,November13,2014, 100 Block of Glen View Dr, ANIMALS (NOISY)
10758,B14-003629,11:16am,I,November15,2014, 8000 Block of Madison Blvd, THEFT OF LOST PROPERTY-3RD
10759,B14-003630,10:15am,I,November15,2014, 100 Block of Browns Ferry Rd, DV 3RD-MENACING-GUN
10760,B14-003632,10:15am,I,November15,2014, 100 Block of Browns Ferry Rd, DISCHARGING RIFLED WEAPON
10761,B14-003633,2:41pm,II,November15,2014, 8000 Block of Highway 72 W, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10762,B14-003635,5:55pm,II,November15,2014, 300 Block of Honor Way, DV 3RD-HARASSMENT-FAMILY
10763,B14-003636,10:00pm,III,November15,2014, 300 Block of Hughes Rd, THEFT 2ND DEGREE
10764,B14-003638,9:06pm,II,November15,2014, area of Madison Blvd / Wall Triana Hwy, DUTY TO GIVE INFORMATION TO RENDER AID
10765,B14-003639,9:31am,I,November16,2014, 7000 Block of Highway 72 W, INDECENT EXPOSURE
10766,B14-003640,1:24pm,I,November16,2014, Walmart, 8650 Madison Blvd, THEFT 3RD DEGREE
10767,B14-003642,9:00am,I,November17,2014, City Of Madison Parks And Recreation, 574 Palmer Rd, CRIMINAL MISCHIEF-2ND
10768,B14-003643,10:15am,I,November17,2014, Yale Carolinas, 500 Production Av, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10769,B14-003643,10:15am,I,I, Yale Carolinas, 500 Production Av, THEFT 2ND DEGREE
10770,B14-003647,10:41pm,III,November17,2014, 8000 Block of Highway 72 W, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10771,B14-003647,10:41pm,III,III, 8000 Block of Highway 72 W, THEFT 3RD DEGREE
10772,B14-003648,12:02am,III,November18,2014, area of I565 W / Mm9 Madison, OTHER
10773,B14-003649,2:07am,III,November18,2014, 100 Block of Royal Dr, AUTO THEFT-1ST DEGREE
10774,B14-003649,2:07am,III,III, 100 Block of Royal Dr, OTHER
10775,B14-003650,12:29am,III,November18,2014, 100 Block of Eastfield Dr, DV 3RD-SIMPLE ASSAULT-FAMILY
10776,B14-003650,12:29am,III,III, 100 Block of Eastfield Dr, DV 3RD-MENACING-GUN
10777,B14-003651,12:29am,III,November18,2014, 100 Block of Eastfield Dr, DOMESTIC VIOLENCE BY STRANGULATION OR SUFFOCATION INJURY
10778,B14-003654,12:15pm,I,November18,2014, 100 Block of Joe Phillips Rd, DV 3RD-HARASSMENT-FAMILY
10779,B14-003657,4:50pm,II,November18,2014, 200 Block of Dock Murphy Dr, THEFT 2ND DEGREE
10780,B14-003658,5:04pm,II,November18,2014, 100 Block of Gin Oaks Ct, BURGLARY-3RD
10781,B14-003661,9:30pm,II,November18,2014, 100 Block of Manningham Dr, PHISHING
10782,B14-003662,10:17pm,III,November18,2014, 100 Block of Lewis Ln, DV 3RD-HARASSMENT-FAMILY
10783,B14-003663,4:21am,III,November19,2014, 200 Block of Gooch Ln, DV 3RD-HARASSMENT-FAMILY
10784,B14-003664,4:21am,III,November19,2014, 200 Block of Gooch Ln, DV 3RD-HARASSMENT-FAMILY
10785,B14-003666,8:27am,I,November19,2014, 600 Block of Hughes Rd, THEFT 3RD DEGREE
10786,B14-003667,8:12am,I,November19,2014, City Of Madison, 114 Chickasaw Tr, ANIMALS (CRUELTY AND CARING FOR).
10787,B14-003668,9:20am,I,November19,2014, 5000 Block of Wall Triana Hwy, BURGLARY-2ND
10788,B14-003668,9:20am,I,I, 5000 Block of Wall Triana Hwy, THEFT 3RD DEGREE
10789,B14-003669,9:40am,I,November19,2014, Shoals Mpe, 11682 County Line Rd, THEFT 1ST DEGREE
10790,B14-003670,10:14am,I,November19,2014, 5000 Block of Wall Triana Hwy, DV 3RD-HARASSING COMMUNICATIONS
10791,B14-003671,9:01am,I,November19,2014, 200 Block of Kyser Blvd, UNATTENDED DEATH
10792,B14-003673,1:34pm,I,November19,2014, 8000 Block of Highway 72 W, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10793,B14-003673,1:34pm,I,I, 8000 Block of Highway 72 W, THEFT 2ND DEGREE
10794,B14-003678,8:28am,I,November20,2014, Rotary Club Of Madison, 100 Hughes Rd, THEFT 2ND DEGREE
10795,B14-003680,9:26am,I,November20,2014, area of Madison Blvd / Wall Triana Hwy, DUTY TO GIVE INFORMATION TO RENDER AID
10796,B14-003683,3:45pm,II,November20,2014, Publix Supermarket, 7830 Highway 72 W, THEFT 3RD DEGREE
10797,B14-003684,4:01pm,II,November20,2014, 100 Block of Stavemill Cir, IDENTITY THEFT
10798,B14-003704,2:34am,III,November22,2014, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
10799,B14-003705,8:45am,I,November22,2014, 100 Block of Buttercup Ln, DV 3RD-HARASSMENT-FAMILY
10800,B14-003706,8:45am,I,November22,2014, 100 Block of Buttercup Ln, DV 3RD-HARASSMENT-FAMILY
10801,B14-003708,12:45pm,I,November22,2014, 200 Block of Dock Murphy Dr, HARASSMENT
10802,B14-003709,4:53pm,II,November22,2014, 100 Block of Union Station, DV 3RD-HARASSMENT-FAMILY
10803,B14-003712,9:09pm,II,November22,2014, 1000 Block of Us Highway 431, IDENTITY THEFT
10804,B14-003713,1:36am,III,November23,2014, 100 Block of Radisson Ln, CRIMINAL MISCHIEF-3RD
10805,B14-003715,4:13pm,II,November23,2014, City Of Madison, 8201 Highway 72 W, GIVING FALSE NAME OR ADDRESS TO LAW ENFORCEMENT OFFICER
10806,B14-003716,4:13pm,II,November23,2014, 8000 Block of Highway 72 W, HARASSMENT
10807,B14-003717,4:13pm,II,November23,2014, Kinnucan`S Inc., 8201 Highway 72 W, THEFT 3RD DEGREE
10808,B14-003719,7:13pm,II,November23,2014, 100 Block of Erie Cir, BURGLARY-3RD
10809,B14-003722,1:30am,III,November24,2014, 100 Block of Garden Brook Dr, DV 3RD-SIMPLE ASSAULT-FAMILY
10810,B14-003723,11:00am,I,November24,2014, 100 Block of Sunset Ridge, THEFT 3RD DEGREE
10811,B14-003725,2:48pm,II,November24,2014, 100 Block of Hughes Rd, DV 3RD-HARASSMENT-FAMILY
10812,B14-003726,2:48pm,II,November24,2014, 100 Block of Hughes Rd, DV 3RD-HARASSMENT-FAMILY
10813,B14-003728,7:33pm,II,November24,2014, 7000 Block of Old Madison Pike, CHILD ABUSE
10814,B14-003729,7:30pm,II,November24,2014, City Of Madison, 1329 Browns Ferry Rd, DISORDERLY CONDUCT
10815,B14-003732,12:11pm,I,November25,2014, 8000 Block of Highway 72 W, CHEMICAL ENDANGERMENT OF A CHILD
10816,B14-003740,6:57pm,II,November25,2014, 8000 Block of Madison Blvd, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10817,B14-003741,10:37pm,III,November25,2014, 300 Block of Holly Springs Dr, THEFT 2ND DEGREE
10818,B14-003743,9:09am,I,November26,2014, 100 Block of Autumn Haven Ln, IDENTITY THEFT
10819,B14-003745,10:35am,I,November26,2014, 8000 Block of Madison Blvd, THEFT OF LOST PROPERTY-2ND
10820,B14-003755,11:48pm,III,November27,2014, 100 Block of Telluride Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10821,B14-003755,11:48pm,III,III, 100 Block of Telluride Dr, THEFT 1ST DEGREE
10822,B09-001795,7:30am,I,August02,2009, 8000 Block of Madison Blvd, SIMPLE ASSAULT
10823,B09-001796,1:21pm,I,August02,2009, 300 Block of Shelton Rd, DEATH  INVESTIGATION
10824,B09-001797,4:47pm,II,August02,2009, 300 Block of Gillespie Rd, DOMESTIC VIOLENCE 3RD
10825,B09-001803,7:00pm,II,August03,2009, 100 Block of Hughes Rd, THEFT 1ST DEGREE
10826,B09-001805,10:55am,I,August04,2009, 100 Block of Chickasaw Tr, DOMESTIC VIOLENCE 3RD
10827,B09-001806,6:34pm,II,August04,2009, Murphy Oil Usa # 5721, 8600 Madison Blvd, GAS DRIVEOFF
10828,B09-001807,6:50pm,II,August04,2009, Murphy Oil Usa # 5721, 8600 Madison Blvd, GAS DRIVEOFF
10829,B09-001808,6:50pm,II,August04,2009, 100 Block of Royal Dr, HARASSING COMMUNICATIONS
10830,B09-001809,6:44pm,II,August04,2009, 300 Block of Gillespie Rd, BURGLARY-3RD
10831,B09-001809,6:44pm,II,II, 300 Block of Gillespie Rd, THEFT 2ND DEGREE
10832,B09-001810,7:00pm,II,August04,2009, 800 Block of Palmer Rd, ILLEGAL POSS/USE CREDIT CARD
10833,B09-001810,7:00pm,II,II, 800 Block of Palmer Rd, THEFT OF LOST PROPERTY-3RD
10834,B09-001811,7:15pm,II,August04,2009, 100 Block of Hughes Rd, BREAKING AND ENTERING A VEHICLE
10835,B09-001811,7:15pm,II,II, 100 Block of Hughes Rd, THEFT 3RD DEGREE
10836,B09-001814,11:12pm,III,August04,2009, 600 Block of Cambridge Dr, BURGLARY-3RD
10837,B09-001814,11:12pm,III,III, 600 Block of Cambridge Dr, THEFT 3RD DEGREE
10838,B09-001815,2:28am,III,August05,2009, 100 Block of Springwater Dr, DUTY UPON STRIKING UNATTENDED VEHICLE
10839,B09-001816,3:59am,III,August05,2009, 8000 Block of Old Madison Pike, AUTO THEFT-1ST DEGREE
10840,B09-001818,4:20am,III,August05,2009, 100 Block of Shelton Rd, HARASSMENT
10841,B09-001819,4:10am,III,August05,2009, 100 Block of Telluride Cir, HARASSMENT
10842,B09-001820,8:45am,I,August05,2009, 8000 Block of Madison Blvd, THEFT 3RD DEGREE
10843,B09-001821,8:45am,I,August05,2009, 8000 Block of Madison Blvd, THEFT 3RD DEGREE
10844,B09-001822,8:33am,I,August05,2009, 7000 Block of Highway 72 W, THEFT 3RD DEGREE
10845,B09-001823,10:58am,I,August05,2009, Murphy Oil Usa # 5721, 8600 Madison Blvd, GAS DRIVEOFF
10846,B09-001824,12:15pm,I,August05,2009, 100 Block of Royal Dr, BREAKING AND ENTERING A VEHICLE
10847,B09-001824,12:15pm,I,I, 100 Block of Royal Dr, THEFT 2ND DEGREE
10848,B09-001825,12:45pm,I,August05,2009, 200 Block of N Horseshoe Bend, CRIMINAL MISCHIEF-2ND
10849,B09-001826,12:21pm,I,August05,2009, 100 Block of Royal Dr, THEFT 3RD DEGREE
10850,B09-001827,12:49pm,I,August05,2009, 8000 Block of Madison Blvd, THEFT 3RD DEGREE
10851,B09-001828,1:15pm,I,August05,2009, 300 Block of Gillespie Rd, BURGLARY-3RD
10852,B09-001828,1:15pm,I,I, 300 Block of Gillespie Rd, THEFT 2ND DEGREE
10853,B09-001829,2:31pm,II,August05,2009, 8000 Block of Madison Blvd, ILLEGAL POSS/USE CREDIT CARD
10854,B09-001831,4:45am,III,August06,2009, State Of Alabama, 8720 Madison Blvd, OBSTRUCTING JUSTICE-FALSE IDENTITY
10855,B09-001832,7:45am,I,August06,2009, 2000 Block of Flagstone Dr, DOMESTIC VIOLENCE 3RD
10856,B09-001833,1:15pm,I,August06,2009, 8000 Block of Madison Blvd, THEFT 3RD DEGREE
10857,B09-001836,4:20pm,II,August06,2009, 100 Block of Plaza Blvd, SIMPLE ASSAULT
10858,B09-001839,11:30am,I,August07,2009, Books A Million, 7830 Highway 72 W, THEFT 3RD  DEGREE
10859,B09-001841,6:30pm,II,August07,2009, 200 Block of Kyser Blvd, CRIMINAL MISCHIEF-2ND
10860,B09-001842,8:50pm,II,August07,2009, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
10861,B09-001843,7:48pm,II,August07,2009, State Of Alabama, 5191 Wall Triana Hwy, CIRCULATING EMITTED MONEY
10862,B09-001845,10:51pm,III,August07,2009, 8000 Block of Madison Blvd, BREAKING AND ENTERING A VEHICLE
10863,B09-001845,10:51pm,III,III, 8000 Block of Madison Blvd, THEFT 3RD DEGREE
10864,B09-001846,5:45am,III,August08,2009, 100 Block of Ervington Pl, HARASSING COMMUNICATIONS
10865,B09-001848,5:45am,III,August08,2009, 8000 Block of Madison Blvd, ROBBERY-2ND-BUSINESS-STRONG ARM
10866,B09-001849,5:45am,III,August08,2009, 8000 Block of Madison Blvd, BURGLARY-2ND
10867,B09-001852,12:17pm,I,August08,2009, Alabama Heritage Homes, 115 Morning Vista Dr, CRIMINAL MISCHIEF-3RD
10868,B09-001854,5:15pm,II,August08,2009, 700 Block of Highland Dr, HARASSING COMMUNICATIONS
10869,B09-001855,7:05pm,II,August08,2009, 100 Block of Telluride Dr, MENACING-DOMESTIC VIOLENCE
10870,B09-001856,4:33pm,II,August08,2009, 100 Block of Ervington Pl, THEFT 1ST DEGREE
10871,B09-001857,5:32pm,II,August08,2009, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
10872,B14-003768,4:45pm,II,November29,2014, 100 Block of Lansdowne Dr, BURGLARY-2ND
10873,B14-003768,4:45pm,II,II, 100 Block of Lansdowne Dr, THEFT 1ST DEGREE
10874,B14-003770,6:30pm,II,November29,2014, 4000 Block of Wall Triana Hwy, DV 3RD-SIMPLE ASSAULT-FAMILY
10875,B14-003771,7:24pm,II,November29,2014, 300 Block of Gillespie Rd, DV 3RD-CRIMINAL MISCHIEF 3RD
10876,B14-003772,7:00pm,II,November29,2014, 8000 Block of Madison Blvd, DUTY UPON STRIKING UNATTENDED VEHICLE
10877,B14-003773,8:47pm,II,November29,2014, 8000 Block of Madison Blvd, ASSAULT
10878,B14-003779,6:50pm,II,November30,2014, 5000 Block of Wall Triana Hwy, HARASSMENT
10879,B14-003780,3:50pm,II,November30,2014, 100 Block of Plaza Blvd, THEFT 3RD DEGREE
10880,B14-003781,5:54pm,II,November30,2014, 600 Block of Stella Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10881,B14-003782,5:54pm,II,November30,2014, 600 Block of Stella Dr, THEFT OF OTHER VEHICLES (MOTORCYCLES, SNOWMOBILES, ETC.)
10882,B14-003783,5:54pm,II,November30,2014, 600 Block of Stella Dr, CRIMINAL TRESPASS 3RD
10883,B14-003784,6:52pm,II,November30,2014, 8000 Block of Highway 72 W, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10884,B14-003784,6:52pm,II,II, 8000 Block of Highway 72 W, THEFT 2ND DEGREE
10885,B14-003785,6:52pm,II,November29,2014, 8000 Block of Highway 72 W, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10886,B14-003785,6:52pm,II,II, 8000 Block of Highway 72 W, THEFT 2ND DEGREE
10887,B14-003786,8:04pm,II,November30,2014, 100 Block of Mose Chapel Rd, BURGLARY-3RD
10888,B14-003786,8:04pm,II,II, 100 Block of Mose Chapel Rd, THEFT 2ND DEGREE
10889,B14-003787,6:45am,I,December01,2014, Westower Communications, 9035 Madison Blvd, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10890,B14-003787,6:45am,I,I, Westower Communications, 9035 Madison Blvd, THEFT 2ND DEGREE
10891,B14-003788,8:55am,I,December01,2014, 100 Block of Hughes Rd, THEFT OF LOST PROPERTY-3RD
10892,B14-003790,11:20am,I,December01,2014, Walmart, 8650 Madison Blvd, THEFT 3RD DEGREE
10893,B14-003793,5:38pm,II,December01,2014, 100 Block of W Inwood Cir, CRIMINAL TAMPERING 2ND
10894,B14-003794,3:00pm,II,December01,2014, 400 Block of Belmont Pl, THEFT 1ST DEGREE
10895,B14-003795,6:12pm,II,December01,2014, 100 Block of W Lake Cir, DOMESTIC VIOLENCE BY STRANGULATION OR SUFFOCATION INJURY
10896,B14-003800,2:00am,III,December02,2014, City Of Madison, 8907 Madison Blvd, CIRCULATING EMITTED MONEY
10897,B14-003805,3:31pm,II,December02,2014, 300 Block of Colonial Lake Dr, IDENTITY THEFT
10898,B14-003806,4:45pm,II,December02,2014, Dr Horton Homes, 202 Beacher Ct, BURGLARY-3RD
10899,B14-003806,4:45pm,II,II, Dr Horton Homes, 202 Beacher Ct, CRIMINAL MISCHIEF-2ND
10900,B14-003807,8:55pm,II,December02,2014, Kroger Co, 300 Hughes Rd, THEFT 3RD DEGREE
10901,B14-003813,11:17am,I,December03,2014, 100 Block of Hughes Rd, CRIMINAL TAMPERING 2ND
10902,B14-003817,1:50pm,I,December03,2014, 100 Block of Acacia Trail Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10903,B14-003818,6:00pm,II,December03,2014, 100 Block of Michli Rd, THEFT 2ND DEGREE
10904,B14-003819,3:45pm,II,December03,2014, 300 Block of Hughes Rd, THEFT OF LOST PROPERTY-3RD
10905,B14-003822,8:25pm,II,December03,2014, 100 Block of E Crest Way, DV 3RD-HARASSING COMMUNICATIONS
10906,B14-003822,8:25pm,II,II, 100 Block of E Crest Way, VIOLATION OF A DOMESTIC VIOLENCE ORDER
10907,B14-003823,8:50pm,II,December03,2014, Dollar General Market, 8466 Old Madison Pike, THEFT 3RD DEGREE
10908,B14-003825,8:50pm,II,December03,2014, State Of Alabama, 8466 Old Madison Pike, EMITTING MONEY
10909,B14-003830,9:20am,I,December04,2014, 300 Block of Holly Springs Dr, THEFT 1ST DEGREE
10910,B14-003831,1:01pm,I,December04,2014, 5000 Block of Wall Triana Hwy, THEFT OF LOST PROPERTY-3RD
10911,B14-003835,5:50pm,II,December04,2014, 100 Block of Tidewater Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10912,B14-003835,5:50pm,II,II, 100 Block of Tidewater Dr, THEFT 2ND DEGREE
10913,B14-003836,8:35pm,II,December04,2014, 100 Block of Royal Dr, DV 3RD-HARASSING COMMUNICATIONS
10914,B14-003843,11:55pm,III,December04,2014, 100 Block of Mcdermotts Way, CRIMINAL MISCHIEF-3RD
10915,B14-003861,6:06am,I,December06,2014, A-Metro Cab Company, 106 Carmine Cir, THEFT OF SERVICES-3
10916,B14-003862,12:30pm,I,December06,2014, 100 Block of Village Ln, THEFT 3RD DEGREE
10917,B14-003864,2:42pm,II,December06,2014, 200 Block of Waters Edge Ln, HARASSING COMMUNICATIONS
10918,B14-003865,3:05pm,II,December06,2014, 100 Block of Shelton Rd, THEFT 3RD DEGREE
10919,B14-003866,3:50pm,II,December06,2014, 200 Block of Lime Quarry Rd, RECEIVING STOLEN PROPERTY-3RD
10920,B14-003867,11:37pm,III,December06,2014, 100 Block of Briargate Ln, DV 3RD-HARASSMENT-FAMILY
10921,B14-003868,12:52am,III,December07,2014, 200 Block of Jarrett Ln, DV 3RD-CRIMINAL MISCHIEF 3RD
10922,B14-003869,1:31am,III,December07,2014, 100 Block of Prairie Ct, DV 3RD-HARASSMENT-FAMILY
10923,B14-003870,3:58am,III,December07,2014, City Of Madison, Fox Hollow Dr / Mill Rd, FIREARMS LICENSE REQUIRED
10924,B14-003870,3:58am,III,III, City Of Madison, Fox Hollow Dr / Mill Rd, DRIVING UNDER THE INFLUENCE (ALCOHOL)
10925,B14-003871,5:10am,III,December07,2014, 200 Block of Pine Ridge Rd, DV 3RD-SIMPLE ASSAULT-FAMILY
10926,B14-003877,9:15pm,II,December07,2014, 100 Block of Darroby Dr, FINANCIAL EXPLOITATION OF ELDERLY PERSON-3RD
10927,B14-003878,12:49am,III,December08,2014, State Of Alabama, 4998 Wall Triana Hwy, OBSCENE ACTS-UNDER 18
10928,B14-003879,6:30am,I,December08,2014, State Of Alabama, 194 Shelton Rd, OBSCURING IDENTITY OF VEHICLE
10929,B14-003880,10:06am,I,December08,2014, State Of Alabama, 8781 Madison Blvd, VIOLATION OF SORNA ACT
10930,B14-003880,10:06am,I,I, State Of Alabama, 8781 Madison Blvd, VIOLATION OF SORNA ACT
10931,B14-003882,1:34pm,I,December08,2014, 300 Block of Hughes Rd, DV 3RD-HARASSMENT-FAMILY
10932,B14-003883,1:50pm,I,December08,2014, 600 Block of Hughes Rd, THEFT OF LOST PROPERTY-3RD
10933,B14-003884,2:10pm,II,December08,2014, 8000 Block of Madison Blvd, OTHER
10934,B14-003885,4:54pm,II,December08,2014, Rocket City Restoration Inc., 156 Jetplex Ln, THEFT 1ST DEGREE
10935,B14-003886,4:05pm,II,December08,2014, 4000 Block of Wall Triana Hwy, HARASSMENT
10936,B14-003887,9:26pm,II,December08,2014, 1000 Block of Cardinal Av, THEFT 2ND DEGREE
10937,B14-003887,9:26pm,II,II, 1000 Block of Cardinal Av, UNLAWFUL BREAKING AND ENTERING A VEHICLE
10938,B14-003888,4:35pm,II,December08,2014, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
10939,B14-003889,6:33pm,II,December08,2014, 4000 Block of Sullivan St, DV 3RD-HARASSMENT-FAMILY
10940,B14-003890,6:33pm,II,December08,2014, 4000 Block of Sullivan St, DV 3RD-CRIMINAL MISCHIEF 3RD
10941,B14-003893,9:08pm,II,December08,2014, State Of Alabama, 243 Mill Rd, FORGERY 2ND
10942,B14-003894,9:08pm,II,December08,2014, 200 Block of Mill Rd, THEFT 3RD DEGREE
10943,B14-003897,8:10am,I,December09,2014, 5000 Block of Wall Triana Hwy, AUTO THEFT-1ST DEGREE
10944,B14-003901,1:00pm,I,December09,2014, 100 Block of Tidewater Dr, THEFT 1ST DEGREE
10945,B14-003901,1:00pm,I,I, 100 Block of Tidewater Dr, FORGERY-CHECKS
10946,B14-003902,5:00pm,II,December09,2014, 300 Block of Waters Edge Ln, THEFT 2ND DEGREE
10947,B14-003904,4:58pm,II,December09,2014, 8000 Block of Highway 72 W, DUTY UPON STRIKING UNATTENDED VEHICLE.
10948,B14-003905,8:15am,I,December10,2014, City Of Madison, 188 Waters Edge Ln, ANIMALS (CRUELTY AND CARING FOR).
10949,B14-003905,8:15am,I,I, City Of Madison, 188 Waters Edge Ln, ANIMALS (FAIL TO REGISTER/OBTAIN LICENSE).
10950,B14-003907,10:00am,I,December10,2014, 600 Block of Balch Rd, HARASSMENT
10951,B14-003909,2:48pm,II,December10,2014, 8000 Block of Highway 72 W, INDECENT EXPOSURE
10952,B14-003910,2:31pm,II,December10,2014, Abc Beverage, 8115 Highway 72 W, THEFT 3RD DEGREE
10953,B14-003912,1:33am,III,December11,2014, State Of Alabama, Cleghorn Blvd / Wall Triana Hwy, PROMOTING CONTRABAND 2ND
10954,B14-003913,11:07am,I,December11,2014, 100 Block of Brookstone Ln, IDENTITY THEFT
